Data,dolar
23/10/2018,3.7080
24/10/2018,3.7060
25/10/2018,3.7014
26/10/2018,3.6753
29/10/2018,3.6368
30/10/2018,3.7019
31/10/2018,3.7177
01/11/2018,3.6973
05/11/2018,3.7048
06/11/2018,3.7492
07/11/2018,3.7592
08/11/2018,3.7391
09/11/2018,3.7506
12/11/2018,3.7478
13/11/2018,3.7792
14/11/2018,3.7924
16/11/2018,3.7525
19/11/2018,3.7553
20/11/2018,3.7591
21/11/2018,3.7872
22/11/2018,3.8103
23/11/2018,3.8081
26/11/2018,3.8655
27/11/2018,3.8925
28/11/2018,3.8631
29/11/2018,3.8568
30/11/2018,3.8633
03/12/2018,3.8285
04/12/2018,3.8313
05/12/2018,3.8561
06/12/2018,3.9178
07/12/2018,3.8964
10/12/2018,3.9110
11/12/2018,3.9013
12/12/2018,3.8629
13/12/2018,3.8790
14/12/2018,3.9090
17/12/2018,3.9121
18/12/2018,3.8997
19/12/2018,3.8907
20/12/2018,3.8443
21/12/2018,3.8671
24/12/2018,3.8855
26/12/2018,3.9258
27/12/2018,3.9330
28/12/2018,3.8748
31/12/2018,3.8748
02/01/2019,3.8595
03/01/2019,3.7683
04/01/2019,3.7627
07/01/2019,3.7062
08/01/2019,3.7208
09/01/2019,3.6931
10/01/2019,3.6869
11/01/2019,3.7141
14/01/2019,3.7260
15/01/2019,3.7049
16/01/2019,3.7197
17/01/2019,3.7591
18/01/2019,3.7486
21/01/2019,3.7705
22/01/2019,3.7615
23/01/2019,3.7994
24/01/2019,3.7815
25/01/2019,3.7626
28/01/2019,3.7676
29/01/2019,3.7370
30/01/2019,3.7151
31/01/2019,3.6519
01/02/2019,3.6694
04/02/2019,3.6756
05/02/2019,3.6741
06/02/2019,3.7019
07/02/2019,3.7193
08/02/2019,3.7184
11/02/2019,3.7391
12/02/2019,3.7296
13/02/2019,3.7277
14/02/2019,3.7756
15/02/2019,3.7155
18/02/2019,3.7316
19/02/2019,3.7206
20/02/2019,3.7100
21/02/2019,3.7595
22/02/2019,3.7430
25/02/2019,3.7285
26/02/2019,3.7595
27/02/2019,3.7351
28/02/2019,3.7385
01/03/2019,3.7832
06/03/2019,3.8303
07/03/2019,3.8487
08/03/2019,3.8678
11/03/2019,3.8461
12/03/2019,3.8129
13/03/2019,3.8265
14/03/2019,3.8327
15/03/2019,3.8344
18/03/2019,3.8111
19/03/2019,3.7762
20/03/2019,3.7897
21/03/2019,3.7967
22/03/2019,3.8815
25/03/2019,3.8770
26/03/2019,3.8646
27/03/2019,3.9389
28/03/2019,3.9682
29/03/2019,3.8967
01/04/2019,3.8682
02/04/2019,3.8661
03/04/2019,3.8436
04/04/2019,3.8713
05/04/2019,3.8622
08/04/2019,3.8658
09/04/2019,3.8563
10/04/2019,3.8345
11/04/2019,3.8399
12/04/2019,3.8685
15/04/2019,3.8730
16/04/2019,3.8913
17/04/2019,3.9225
18/04/2019,3.9370
22/04/2019,3.9230
23/04/2019,3.9436
24/04/2019,3.9630
25/04/2019,3.9725
26/04/2019,3.9353
29/04/2019,3.9364
30/04/2019,3.9453
02/05/2019,3.9650
03/05/2019,3.9388
06/05/2019,3.9624
07/05/2019,3.9880
08/05/2019,3.9344
09/05/2019,3.9673
10/05/2019,3.9578
13/05/2019,3.9890
14/05/2019,3.9788
15/05/2019,4.0031
16/05/2019,4.0138
17/05/2019,4.0844
20/05/2019,4.1056
21/05/2019,4.0810
22/05/2019,4.0228
23/05/2019,4.0513
24/05/2019,4.0322
27/05/2019,4.0210
28/05/2019,4.0275
29/05/2019,3.9965
30/05/2019,3.9720
31/05/2019,3.9407
03/06/2019,3.9003
04/06/2019,3.8710
05/06/2019,3.8611
06/06/2019,3.8726
07/06/2019,3.8571
10/06/2019,3.8790
11/06/2019,3.8664
12/06/2019,3.8437
13/06/2019,3.8429
14/06/2019,3.8813
17/06/2019,3.8895
18/06/2019,3.8608
19/06/2019,3.8723
21/06/2019,3.8255
24/06/2019,3.8234
25/06/2019,3.8303
26/06/2019,3.8441
27/06/2019,3.8642
28/06/2019,3.8322
01/07/2019,3.8193
02/07/2019,3.8564
03/07/2019,3.8475
04/07/2019,3.7940
05/07/2019,3.8204
08/07/2019,3.8065
09/07/2019,3.7858
10/07/2019,3.7697
11/07/2019,3.7533
12/07/2019,3.7452
15/07/2019,3.7463
Fonte,Sisbacen PTAX800
